ORG;Noviembre
ORG;Mes
LUG;Asia
ORG;Wikipedia
PERS;Únete
PERS;Kaláshnikov
PERS;Mijaíl
PERS;Kaláshnikov
ORG;Fusil
ORG;País
ORG;Flag
ORG;of
ORG;the
ORG;Soviet
ORG;Union.svg
ORG;Unión
ORG;Soviética
ORG;Historia
ORG;Operadores
ORG;Véase
ORG;Usuarios
ORG;Guerras
ORG;Guerra
OTROS;Vietnam
OTROS;Revolución
OTROS;Historia
PERS;Diseñador
PERS;Mijail
PERS;Kalashnikov
ORG;Izhmash
ORG;Cantidad
ORG;Más
ORG;Variantes
ORG;AKM
ORG;AKMSU
ORG;RPK
ORG;PM
ORG;md.
ORG;63
ORG;Tipo
ORG;56
ORG;Tipo
ORG;58
ORG;PA
ORG;md.
ORG;86
ORG;INSAS
ORG;AK-101
ORG;/
ORG;AK-102
ORG;AK-103
ORG;/
ORG;AK-104
ORG;AK-107
ORG;/
ORG;AK-108
ORG;R4
PERS;IMI
PERS;Galil
OTROS;Peso
ORG;Longitud
OTROS;Munición
ORG;Long
ORG;Rifle
ORG;-LRB-
OTROS;Calibre
ORG;Sistema
PERS;Cerrojo
ORG;Cadencia
LUG;automático2
LUG;Cargador
ORG;RPK
ORG;Velocidad
LUG;Wikidata
ORG;Avtomat
ORG;Kaláshnikova
ORG;Автомат
ORG;Калашникова
ORG;образца
ORG;1947
ORG;года
ORG;-RRB-
PERS;Mijaíl
PERS;Kaláshnikov
ORG;Guerra
ORG;Mundial
ORG;Unión
ORG;Soviética
ORG;Mes
LUG;Asia
ORG;Wikipedia
PERS;Únete
PERS;Kaláshnikov
PERS;Mijaíl
PERS;Kaláshnikov
ORG;bayoneta
ORG;6H2
ORG;3
ORG;Variantes
ORG;del
ORG;AK
ORG;Tipo
ORG;Fusil
ORG;Comercio
ORG;ilícito
ORG;País
ORG;Flag
ORG;of
ORG;t
ORG;5
ORG;Influencia
ORG;culturah
ORG;l
ORG;Soviet
ORG;Union.svg
ORG;Unión
ORG;Soviética
ORG;Historia
LUG;Véase
ORG;Operadores
ORG;Véase
ORG;Us
ORG;8
ORG;Referencias
ORG;uarios
ORG;Guerras
ORG;Guerra
OTROS;Vie
OTROS;Revolución
OTROS;Historia
ORG;Historia
ORG;Diseñador
PERS;Mijail
PERS;Kalas
PERS;hnikov
PERS;Mijaíl
PERS;Kaláshnikov
ORG;Guerra
ORG;Fabricante
ORG;Izhmash
ORG;Mundial
ORG;Aleman
LUG;Bryansk
ORG;Cantidad
ORG;Más
ORG;AKM
ORG;AKMSso
ORG;U
ORG;l
ORG;d
ORG;R
ORG;aPK
ORG;PM
ORG;del
ORG;md
ORG;Ejé.rci
ORG;63
ORG;to
OTROS;T
OTROS;Rio
ORG;R
ORG;ok
ORG;sp
ORG;6i2
ORG;ta
PERS;PA
PERS;Kaláshnikov
ORG;INSAS
ORG;AK-101
ORG;/
ORG;A
ORG;aK-1
ORG;me0
ORG;n2
ORG;R4
ORG;IMI
ORG;Galil
ORG;Instituto
OTROS;Aviación
OTROS;Moscú
ORG;Especificaciones
PERS;Kaláshnikov
PERS;cre
PERS;Longitud
ORG;jmm
ORG;érci
ORG;Munición
ORG;Sturmgewehr
ORG;44
ORG;-LRB-
ORG;StG
ORG;44
ORG;-RRB-
ORG;Long
ORG;Rifle
ORG;-LRB-
OTROS;Calibre
PERS;Sturmgewehr
ORG;Sistema
OTROS;C
ORG;Cadencia
PERS;Sturmgeweh
PERS;Cargador
ORG;ch
ORG;d
ORG;RPK
ORG;Velocidad
LUG;Wikidata
OTROS;Pese
ORG;Carabina
ORG;SKS
ORG;Sturmgewehr
ORG;44
ORG;Avtomat
ORG;Kaláshnikova
PERS;Mijaíl
PERS;K
ORG;G
ORG;Au
ORG;Ke
ORG;-4
ORG;rr7
ORG;a.
ORG;3
ORG;M
ORG;undial
ORG;ión
ORG;Soviética
ORG;Ejército
ORG;Rojo
ORG;al
ORG;Contraer
OTROS;Posteriormente
ORG;Pacto
OTROS;Varsovia
ORG;Guerra
ORG;Fría
PERS;Kaláshnikov
ORG;rci
ORG;M
ORG;toi
ORG;jR
ORG;aío
ORG;l
ORG;jK
ORG;oa
OTROS;Historia
ORG;AKM
ORG;PA
ORG;M1986
ORG;RPK
ORG;Tipo
ORG;56
PERS;Tipo
OTROS;Características
ORG;nue
ORG;3
ORG;Variantes
ORG;del
ORG;AK
ORG;Tipo
ORG;Fusil
ORG;IMI
ORG;Galil
ORG;INSAS
ORG;Comercio
ORG;Flag
ORG;of
ORG;t
ORG;5
ORG;Influencia
ORG;culturah
ORG;l
ORG;Soviet
ORG;Union.svg
ORG;Unión
ORG;Soviética
ORG;Al
OTROS;Historia
LUG;Véase
ORG;Operadores
ORG;Véase
ORG;Us
ORG;países
ORG;firmantes
ORG;del
ORG;Pac
ORG;8
ORG;Referencias
ORG;tu
ORG;oa
ORG;d
OTROS;Gracias
ORG;Guerras
ORG;Guerra
OTROS;Vie
OTROS;Revolución
OTROS;Historia
OTROS;Historia
ORG;Albania
LUG;China
LUG;Bulgaria
PERS;Diseñador
PERS;Mijail
PERS;Kalas
ORG;Alemania
ORG;Orientalh
ORG;Egipto
ORG;India
ORG;Irak
ORG;Irán
LUG;Marruecos
ORG;Finlandia
ORG;Corea
PERS;Mijaíl
PERS;Kaláshnikov
OTROS;Norte
LUG;Vietnam
PERS;Yugoslavi
ORG;tico
ORG;kist
ORG;qá
ORG;R
ORG;nu
ORG;lm
ORG;Sn
ORG;eíg
ORG;au
ORG;dd
ORG;ae
ORG;G
ORG;uerra
ORG;Fabricante
ORG;Izhmash
ORG;Mundial
ORG;Aleman
ORG;d
ORG;E
ORG;last
ORG;ba
ORG;ad
ORG;ta
ORG;ols
ORG;laU
ORG;d
LUG;Características
LUG;Bryansk
ORG;Cantidad
ORG;Más
OTROS;Cartucho
ORG;Variantes
ORG;AKM
ORG;AKMS
ORG;Cartuchos
ORG;7;62
ORG;U
ORG;lri
ORG;d
ORG;R
ORG;ca
ORG;aPK
ORG;PM
ORG;d
OTROS;R
ORG;R
ORG;ok
ORG;sp
ORG;6i2
ORG;ta
PERS;PA
PERS;Kaláshnikov
ORG;INSAS
ORG;AK-101
ORG;/
ORG;A
ORG;Cargadores
PERS;Cartuchos
ORG;R4
ORG;IMI
ORG;Galil
ORG;AK
ORG;Instituto
OTROS;Aviación
OTROS;Moscú
ORG;Piezas
ORG;Tipo
ORG;56
PERS;Kaláshnikov
ORG;AKMS
PERS;Tipo
ORG;AK-47
ORG;Sturmgewehr
ORG;44
ORG;-LRB-
ORG;StG
ORG;44
ORG;-RRB-
ORG;AK-47
PERS;Long
PERS;Rifle
ORG;Calibre
ORG;7;62
ORG;mm
ORG;Dibujo
OTROS;M1
OTROS;l
PERS;Sturmgewehr
ORG;AK-47
ORG;Sistema
ORG;Bayoneta
ORG;del
ORG;AK-47
OTROS;C
ORG;AK
ORG;Cadencia
ORG;st
ORG;r
ORG;SKS
ORG;AK-47
ORG;Tipo
ORG;2
OTROS;Sturmgewe
ORG;AKM
ORG;AK
PERS;Cargador
ORG;AK-103
ORG;ch
ORG;d
OTROS;Comparación
OTROS;l
OTROS;R
OTROS;AK-4
OTROS;PK
ORG;AKS-74
LUG;Wikidata
OTROS;Pese
ORG;Carabina
ORG;SKS
ORG;AK-74M
ORG;Sturmgewehr
ORG;44
ORG;Avtomat
ORG;Kaláshnikova
PERS;Mijaíl
PERS;K
ORG;ci
ORG;te
ORG;lve
ORG;ilta
ORG;ar
ORG;rsi
ORG;S
ORG;d
ORG;G
ORG;ci
ORG;Au
OTROS;A
OTROS;K
ORG;Ejército
ORG;Rojo
ORG;d
ORG;nri
ORG;Noviembre
ORG;Mes
OTROS;Asi
OTROS;ci
OTROS;d
OTROS;V
ORG;rci
ORG;th
ORG;oa
ORG;s
ORG;lld
ORG;au
ORG;ad
ORG;G
PERS;Fríja
PERS;o.
PERS;Kaláshnikov
OTROS;r
OTROS;d
OTROS;d
ORG;d
ORG;D
ORG;l
ORG;M
ORG;t
OTROS;R
OTROS;Historia
ORG;AKM
ORG;ci
ORG;M1
ORG;clo9
ORG;Est
ORG;6
ORG;PK
OTROS;T
PERS;Trim
ORG;АК-47.jpg
ORG;2
ORG;Características
ORG;ca
ORG;or
ORG;tg
ORG;oa
ORG;AK
ORG;ci
LUG;l
LUG;R
LUG;sik
ORG;IMI
ORG;Galil
ORG;INSAS
ORG;Tipo
ORG;Fusil
ORG;País
ORG;Flag
ORG;of
ORG;t
ORG;5
ORG;Influencia
ORG;t
ORG;U
ORG;lan
OTROS;Historia
PERS;Véase
ORG;Pac
ORG;Operadores
ORG;Véase
ORG;Us
ORG;8
ORG;Referencias
ORG;tu
ORG;oa
ORG;d
OTROS;Gracias
ORG;Guerras
ORG;Guerra
OTROS;Vie
ORG;d
ORG;e.n
ORG;S
OTROS;Revolución
OTROS;Historia
OTROS;Historia
ORG;Est
ORG;te
ORG;uo
ORG;ns
PERS;Cico
ORG;Bu
ORG;rtle
ORG;g
ORG;Alemania
ORG;Oriental
PERS;Diseñador
PERS;Mijail
PERS;Kalas
OTROS;H
ORG;nma
ORG;diat
ORG;Irak
ORG;F
ORG;ca
OTROS;C
PERS;Mijaíl
PERS;Kaláshnikov
OTROS;Norte
LUG;Vietnam
PERS;Yugoslavi
OTROS;kist
OTROS;R
ORG;S
ORG;Izhmash
ORG;Mundial
ORG;Aleman
LUG;Características
LUG;Bryansk
ORG;pta
ORG;ara
OTROS;Cartucho
ORG;Cantidad
ORG;Más
OTROS;Cartuchos
ORG;AKM
ORG;AKMS
ORG;U
ORG;lri
ORG;d
ORG;R
ORG;ca
ORG;PM
OTROS;T
OTROS;R
OTROS;T
ORG;S-74U
ORG;PA
ORG;md.
ORG;86
ORG;INSAS
ORG;AK-101
ORG;/
ORG;A
ORG;Cargadores
PERS;Kaláshnikov
PERS;Cartuchos
ORG;R4
ORG;IMI
ORG;Galil
ORG;AK
ORG;-
ORG;El
ORG;AK-47
OTROS;R
ORG;Pa
ORG;s
ORG;Moscú
ORG;Piezas
OTROS;Peso
OTROS;Funcionamiento
ORG;lto
ORG;me
ORG;Trg
ORG;M16
ORG;Longitud
ORG;870
PERS;Kaláshnikov
PERS;cre
PERS;Ejemplares
ORG;AKMS
ORG;Munición
ORG;AK-47
ORG;St
OTROS;G
ORG;AK-47
PERS;Long
PERS;Rifle
ORG;nrt
ORG;toia
ORG;va
ORG;s.
ORG;te
ORG;-RRB-
ORG;Po
ORG;s
PERS;Dibujo
OTROS;Calibre
ORG;fu
ORG;nsi
OTROS;M1
OTROS;l
PERS;Sturmgewehr
ORG;Gu
ORG;Un
ORG;AK-47
ORG;d
ORG;d
ORG;o.u
ORG;E
ORG;nist
ORG;Sistema
ORG;Bayoneta
ORG;del
ORG;AK-47
OTROS;C
OTROS;St
ORG;ca
OTROS;Comparación
ORG;AK
ORG;Cadencia
ORG;SKS
ORG;cu.la
ORG;L
ORG;AK-47
ORG;Tipo
ORG;2
ORG;Sturmgewe
ORG;Un
ORG;AKM
ORG;AK-103
PERS;Cargador
OTROS;Comparación
OTROS;ch
OTROS;s
ORG;d
ORG;le
ORG;R
ORG;AK-4
ORG;1
ORG;ca
ORG;W
ORG;K
ORG;Ak-74
ORG;astounding
ORG;war
ORG;''
PERS;Mayor
PERS;Yossi
PERS;Ben
LUG;Wikidata
OTROS;Pese
ORG;AKS-74
PERS;Hanan
LUG;Canal
OTROS;Sue
ORG;SKS
ORG;AK-74M
ORG;Sturmgewehr
ORG;44
ORG;Avtomat
ORG;Kaláshnikova
ORG;d
ORG;s
ORG;ct
OTROS;m
PERS;Mijaíl
PERS;K
OTROS;S
ORG;s
ORG;d
OTROS;G
OTROS;M
OTROS;A
OTROS;K
ORG;Ejército
ORG;Rojo
OTROS;Posteriormente
ORG;rma
ORG;d
ORG;s
ORG;d
OTROS;Contraer
ORG;AKM
ORG;AKMS
ORG;-RRB-
ORG;Noviembre
ORG;Mes
OTROS;Posteriormente
OTROS;ci
OTROS;d
OTROS;V
ORG;rci
ORG;th
ORG;oa
ORG;s
ORG;lld
ORG;au
ORG;ad
ORG;G
PERS;Fríja
PERS;o.
PERS;Kaláshnikov
PERS;''
OTROS;lsi
OTROS;d
OTROS;D
OTROS;ld
OTROS;M
OTROS;R
OTROS;Historia
ORG;AKM
OTROS;Est
ORG;PK
OTROS;T
ORG;Trrim
ORG;AK-74U
ORG;ca
ORG;d
ORG;Est
OTROS;S
ORG;d
ORG;rd
ORG;Variantes
ORG;del
ORG;AK
ORG;ci
OTROS;C
ORG;ilp
ORG;R
ORG;tsi
ORG;A
ORG;ist
ORG;K
ORG;s
OTROS;R
ORG;Pacto
LUG;Varsovia
ORG;Tipo
ORG;Fusil
ORG;IMI
ORG;Galil
ORG;INSAS
ORG;Comercio
ORG;ilícito
ORG;s
ORG;d
ORG;d
ORG;País
ORG;Flag
ORG;of
ORG;t
ORG;5
ORG;Influencia
ORG;t
ORG;U
ORG;lan
OTROS;Historia
OTROS;Usuarios
ORG;d
OTROS;A
LUG;Véase
ORG;ci
ORG;sí
ORG;tom
ORG;s
ORG;d
ORG;s
ORG;Pac
ORG;Operadores
ORG;Véase
ORG;Us
OTROS;Referencias
PERS;Gro
ORG;Guerras
ORG;Guerra
OTROS;Vie
OTROS;Sa
ORG;S
ORG;d
ORG;ca
OTROS;Revolución
ORG;d
OTROS;Historia
ORG;Universidad
ORG;Centroame
ORG;arma
OTROS;Historia
ORG;U
ORG;d
ORG;C
OTROS;Est
OTROS;C
LUG;Bse
PERS;Diseñador
PERS;Mijail
PERS;Kalas
ORG;Alemania
ORG;Orientalh
ORG;i
OTROS;H
ORG;ML
OTROS;N
ORG;Est
ORG;t
ORG;Ira
PERS;IPo
ORG;F
ORG;ca
OTROS;C
OTROS;Norte
LUG;Vietnam
